,mean,sd
0,3.964333076775074,2.3257045898923354
1,4.541799456179142,3.1742600947894433
2,4.930960499197244,2.8231624465813825
3,4.675167690366506,2.4911964381409906
4,3.407345521301031,2.913199903821086
5,4.9500538814067845,1.8706727973008863
6,1.808536512851715,3.1200649568236876
7,1.677709260135889,1.5992368928322651
8,3.567223334908485,1.6965582491300648
9,1.1194795399904252,2.0505215173194333
10,4.281624558866024,4.609107327398748
11,3.887957181036472,1.8883851220047019
12,3.6436297760903837,3.950652646827252
13,3.49580556511879,4.258080511051322
14,3.311487925350666,2.1785491434075004
15,2.8709556078910827,3.308687526442297
16,3.681653236448765,1.9314734660095942
17,5.005954791083932,3.0761114688655846
18,3.6941546906530855,1.5564372311278796
19,2.6789027017354967,3.136117083714941
20,1.115218456313014,1.4022649640656042
21,5.948351243482903,6.203854964925487
22,3.572489495575428,2.111139433462451
23,0.5177587264403701,1.1591744154207249
24,2.6006924209371207,1.7868965444984035
25,5.151468846797943,2.6016742969424143
26,2.983557727858424,1.64105685378932
27,5.719666558355093,3.699750410166921
28,5.160013436656445,4.385862597205229
29,1.4519278013706207,1.7476063830800708
30,1.1951982837542892,1.8194097648871719
31,2.698778250813484,1.1274456753574573
32,3.958129711151123,2.404344289110631
33,2.3437845934927464,1.915936691720205
34,0.0,0.0
35,2.483032882064581,1.6747970816897886
36,5.506486509740353,3.0904573755026887
37,0.43567168556153774,0.9181616714836666
38,3.555324400067329,1.9099979627862216
39,3.9957184697687627,2.6540773413484104
40,1.353247221596539,1.2095705734103561
41,3.029419960528612,2.4883736681095265
42,2.865992181301117,1.5686862061000748
43,4.418708976209164,2.194181125049912
44,2.978613702133298,3.702244105799925
45,4.34961621388793,3.168755560260037
46,2.9444179835915567,3.353165341874735
47,3.1974321946501734,3.5962967868455418
48,3.7201348162442445,1.703572796563025
49,2.8033421686291695,1.6992407805169545
50,3.750435289144516,1.7534692650751695
51,2.318984555900097,2.6139854414492514
52,4.934075274392963,2.6651169576702927
53,3.2783627975732085e-05,0.00032619297978630547
54,2.791335723400116,2.7168413479509947
55,1.9445525152981282,1.571392588291458
56,3.4839659160375596,5.454262647629519
57,2.6890189093351364,3.0390119674907203
58,0.596399341672659,1.1956976508913357
59,0.5612725275754928,1.4993979353075622
60,5.019918113946915,3.64346780274734
61,1.861455705612898,2.717904444745346
62,1.5263394123315812,1.5858703034114678
63,4.673374472409487,2.0472264503042625
64,3.9543253433704377,2.4884421399630403
65,4.976956723928452,2.6655135140195987
66,5.970169077366591,3.0672174767862024
67,3.5738351522758602,1.719992186299052
68,3.701737839281559,3.172574193196432
69,3.806964683383703,2.327141328241802
70,0.9067194890975953,2.307448874259704
71,1.6025747880712151,1.5049649141174737
72,1.5914964455366134,1.9676354497410893
73,0.8003577001392841,1.5902955255041664
74,4.576679213792086,4.6533943697377245
75,4.972508770227432,2.247151700269474
76,2.9858615201711656,3.3294953625209773
77,4.129152357578278,5.766405664977661
78,3.6855810087919236,2.2091349126518867
79,1.8087182384729386,2.3100219767972985
80,5.3791351193189625,2.385818753224613
81,4.676557364612818,3.2173655146111977
82,4.480940716564655,2.131554601893162
83,1.8622350150346756,2.2463155454643857
84,0.7885356263816357,1.1685765039649616
85,5.928103183880449,6.165968086238951
86,3.09459546007216,1.6049841284756596
87,0.49295483708381654,1.1827027409437778
88,3.4700627905130386,2.391924630450947
89,5.214245829433203,2.650984074234154
90,2.973790551200509,1.9743754320221236
